scenario,group,step,horizon_minutes,y_true_mean,dynamic_factual_mean,dynamic_cf_mean,dynamic_delta_mean,static_factual_mean,static_cf_mean,static_delta_mean
query_shock,hop_0,28,420,38.91992950439453,38.82540512084961,38.87440490722656,0.04900097846984863,38.24547576904297,38.24313735961914,-0.0023407936096191406
query_shock,hop_0,29,435,39.5797119140625,39.38636016845703,39.44442367553711,0.05806589126586914,38.766902923583984,38.78046798706055,0.013566255569458008
query_shock,hop_0,30,450,39.85813522338867,39.787445068359375,39.848655700683594,0.061212778091430664,39.24940872192383,39.248291015625,-0.00112152099609375
query_shock,hop_0,31,465,40.814353942871094,40.251094818115234,40.3094482421875,0.05835270881652832,39.70318603515625,39.71738052368164,0.01419830322265625
query_shock,hop_0,32,480,40.24888610839844,40.584678649902344,40.640663146972656,0.0559840202331543,40.043697357177734,40.06499481201172,0.02129817008972168
query_shock,hop_0,33,495,40.83173751831055,40.833351135253906,40.881103515625,0.047754764556884766,40.30707550048828,40.32189178466797,0.014814615249633789
query_shock,hop_0,34,510,40.810768127441406,41.10844039916992,41.159934997558594,0.05149030685424805,40.54301452636719,40.5589599609375,0.015949249267578125
query_shock,hop_0,35,525,39.919776916503906,41.360504150390625,41.413330078125,0.05282855033874512,40.71186828613281,40.73920440673828,0.02733588218688965
query_shock,hop_0,36,540,40.536865234375,41.55503845214844,41.61648941040039,0.06145167350769043,40.894561767578125,40.91693115234375,0.022369861602783203
query_shock,hop_1,1,15,32.33946990966797,31.712100982666016,31.717126846313477,0.0050290049985051155,31.99552345275879,31.99552345275879,0.0
query_shock,hop_1,2,30,33.14702224731445,31.50227928161621,31.506864547729492,0.004581451416015625,31.88883399963379,31.88883399963379,0.0
query_shock,hop_1,3,45,33.991912841796875,31.35376739501953,31.357812881469727,0.004044476896524429,31.755826950073242,31.755826950073242,0.0
query_shock,hop_1,4,60,33.11077117919922,31.200910568237305,31.20440673828125,0.0034960017073899508,31.674270629882812,31.674270629882812,0.0
query_shock,hop_1,5,75,31.639928817749023,31.097030639648438,31.099864959716797,0.002832917496562004,31.642499923706055,31.642499923706055,0.0
query_shock,hop_1,6,90,31.345386505126953,30.978836059570312,30.98089599609375,0.0020618438720703125,31.562877655029297,31.562877655029297,0.0
query_shock,hop_1,7,105,30.213611602783203,30.806640625,30.807937622070312,0.0012948092771694064,31.469636917114258,31.469636917114258,0.0
query_shock,hop_1,8,120,28.373058319091797,30.802364349365234,30.802778244018555,0.0004141751560382545,31.511898040771484,31.511898040771484,0.0
query_shock,hop_1,9,135,29.042137145996094,30.870576858520508,30.87003517150879,-0.0005388259887695312,31.47062110900879,31.47062110900879,0.0
query_shock,hop_1,10,150,30.929471969604492,30.961498260498047,30.960018157958984,-0.0014806074323132634,31.455549240112305,31.455549240112305,0.0
query_shock,hop_1,11,165,32.588443756103516,31.07607078552246,31.073575973510742,-0.0024957656860351562,31.59905242919922,31.59905242919922,0.0
query_shock,hop_1,12,180,32.76563262939453,31.265453338623047,31.262008666992188,-0.0034428765065968037,31.717134475708008,31.717134475708008,0.0
query_shock,hop_1,13,195,32.38778305053711,31.54566192626953,31.541385650634766,-0.004273582715541124,31.93279266357422,31.93279266357422,0.0
query_shock,hop_1,14,210,32.10218048095703,31.841625213623047,31.836498260498047,-0.005131945945322514,32.118797302246094,32.118797302246094,0.0
query_shock,hop_1,15,225,31.447372436523438,32.11455154418945,32.108604431152344,-0.005947898607701063,32.323028564453125,32.323028564453125,0.0
query_shock,hop_1,16,240,31.158479690551758,32.382484436035156,32.375770568847656,-0.006709435489028692,32.57367706298828,32.57367706298828,0.0
query_shock,hop_1,17,255,31.656124114990234,32.73640823364258,32.728919982910156,-0.007488362956792116,32.80720520019531,32.80720520019531,0.0
query_shock,hop_1,18,270,31.862958908081055,33.15215301513672,33.14384841918945,-0.008304371498525143,33.065250396728516,33.065250396728516,0.0
query_shock,hop_1,19,285,31.787397384643555,33.56111526489258,33.5521354675293,-0.00897979736328125,33.417755126953125,33.417755126953125,0.0
query_shock,hop_1,20,300,31.83878517150879,33.91903305053711,33.90943908691406,-0.009591944515705109,33.74396896362305,33.74396896362305,0.0
query_shock,hop_1,21,315,31.868785858154297,34.28594207763672,34.27582931518555,-0.010112762451171875,34.08407974243164,34.08407974243164,0.0
query_shock,hop_1,22,330,31.8275146484375,34.74906921386719,34.738494873046875,-0.010579165071249008,34.467926025390625,34.467926025390625,0.0
query_shock,hop_1,23,345,32.445953369140625,35.18320083618164,35.17229080200195,-0.010912277735769749,34.878726959228516,34.878726959228516,0.0
query_shock,hop_1,24,360,33.614681243896484,35.623775482177734,35.61260986328125,-0.011170106939971447,35.29200744628906,35.29200744628906,0.0
query_shock,hop_1,25,375,34.71575927734375,36.065162658691406,36.053749084472656,-0.011411666870117188,35.785736083984375,35.785736083984375,0.0
query_shock,hop_1,26,390,35.57508087158203,36.62791442871094,36.61631774902344,-0.011600269936025143,36.28461837768555,36.28461837768555,0.0
query_shock,hop_1,27,405,35.898780822753906,37.10179138183594,37.09007263183594,-0.01171785220503807,36.77658462524414,36.77658462524414,0.0
query_shock,hop_1,28,420,36.49673080444336,37.4708137512207,37.459144592285156,-0.011668149381875992,37.295921325683594,37.295921325683594,0.0
query_shock,hop_1,29,435,36.703895568847656,37.84099578857422,37.82947540283203,-0.011525771580636501,37.692806243896484,37.692806243896484,0.0
query_shock,hop_1,30,450,36.759666442871094,38.21068572998047,38.19941329956055,-0.011273103766143322,38.089569091796875,38.089569091796875,0.0
query_shock,hop_1,31,465,37.621925354003906,38.637718200683594,38.62663269042969,-0.011082368902862072,38.41789245605469,38.41789245605469,0.0
query_shock,hop_1,32,480,37.946014404296875,39.0360107421875,39.025264739990234,-0.010745328851044178,38.67497253417969,38.67497253417969,0.0
query_shock,hop_1,33,495,38.399383544921875,39.24871063232422,39.23847961425781,-0.010229446925222874,38.86782455444336,38.86782455444336,0.0
query_shock,hop_1,34,510,38.443443298339844,39.41592788696289,39.40620803833008,-0.009723999537527561,39.0355224609375,39.0355224609375,0.0
query_shock,hop_1,35,525,38.05978775024414,39.55999755859375,39.55075454711914,-0.009242899715900421,39.12864685058594,39.12864685058594,0.0
query_shock,hop_1,36,540,38.10319519042969,39.725730895996094,39.716922760009766,-0.00880768708884716,39.25387954711914,39.25387954711914,0.0
query_shock,hop_2,1,15,32.10916519165039,31.702775955200195,31.704214096069336,0.001436471939086914,32.001190185546875,32.001190185546875,0.0
query_shock,hop_2,2,30,32.88197708129883,31.4973201751709,31.498830795288086,0.001509547233581543,31.910512924194336,31.910512924194336,0.0
query_shock,hop_2,3,45,33.32320022583008,31.348596572875977,31.350088119506836,0.0014907121658325195,31.783178329467773,31.783178329467773,0.0
query_shock,hop_2,4,60,32.83409881591797,31.197509765625,31.198945999145508,0.001437544822692871,31.711023330688477,31.711023330688477,0.0
query_shock,hop_2,5,75,32.027557373046875,31.089080810546875,31.09040069580078,0.0013187328586354852,31.68810272216797,31.68810272216797,0.0
query_shock,hop_2,6,90,31.78645133972168,30.9639892578125,30.96512794494629,0.0011421839008107781,31.61879539489746,31.61879539489746,0.0
query_shock,hop_2,7,105,30.83757972717285,30.787797927856445,30.788747787475586,0.0009510119562037289,31.535934448242188,31.535934448242188,0.0
query_shock,hop_2,8,120,29.30712890625,30.77726173400879,30.777929306030273,0.0006643136148341,31.59189796447754,31.59189796447754,0.0
query_shock,hop_2,9,135,29.835586547851562,30.835695266723633,30.83599281311035,0.00029758611344732344,31.563247680664062,31.563247680664062,0.0
query_shock,hop_2,10,150,31.9438533782959,30.918214797973633,30.918106079101562,-0.00010999044025084004,31.56011962890625,31.56011962890625,0.0
query_shock,hop_2,11,165,33.3076171875,31.026857376098633,31.026290893554688,-0.0005693435668945312,31.721120834350586,31.721120834350586,0.0
query_shock,hop_2,12,180,33.44959259033203,31.212791442871094,31.211763381958008,-0.0010252794018015265,31.8533935546875,31.8533935546875,0.0
query_shock,hop_2,13,195,33.22761535644531,31.486597061157227,31.48516845703125,-0.0014317035675048828,32.08682632446289,32.08682632446289,0.0
query_shock,hop_2,14,210,33.25210189819336,31.7816104888916,31.779756546020508,-0.001854538917541504,32.286705017089844,32.286705017089844,0.0
query_shock,hop_2,15,225,32.76236343383789,32.04435348510742,32.04209518432617,-0.002257744548842311,32.50106430053711,32.50106430053711,0.0
query_shock,hop_2,16,240,32.17042541503906,32.30342483520508,32.30080032348633,-0.0026220481377094984,32.764495849609375,32.764495849609375,0.0
query_shock,hop_2,17,255,32.485591888427734,32.6541633605957,32.651180267333984,-0.002987305400893092,33.00797653198242,33.00797653198242,0.0
query_shock,hop_2,18,270,32.505733489990234,33.054176330566406,33.05082321166992,-0.0033521652221679688,33.27486801147461,33.27486801147461,0.0
query_shock,hop_2,19,285,32.11214065551758,33.45903396606445,33.455379486083984,-0.0036520957946777344,33.63809585571289,33.63809585571289,0.0
query_shock,hop_2,20,300,32.01768493652344,33.80984115600586,33.805912017822266,-0.003928502555936575,33.96988296508789,33.96988296508789,0.0
query_shock,hop_2,21,315,32.19589614868164,34.17131423950195,34.16714859008789,-0.004168669227510691,34.31201934814453,34.31201934814453,0.0
query_shock,hop_2,22,330,32.391998291015625,34.6184196472168,34.6140251159668,-0.004396835807710886,34.704105377197266,34.704105377197266,0.0
query_shock,hop_2,23,345,33.00807571411133,35.05180740356445,35.0472412109375,-0.004567781928926706,35.1204719543457,35.1204719543457,0.0
query_shock,hop_2,24,360,33.772274017333984,35.490596771240234,35.48588180541992,-0.004713296890258789,35.54587936401367,35.54587936401367,0.0
query_shock,hop_2,25,375,34.44881820678711,35.93006896972656,35.92522048950195,-0.004852930549532175,36.0528450012207,36.0528450012207,0.0
query_shock,hop_2,26,390,35.415279388427734,36.495670318603516,36.49072265625,-0.004949966911226511,36.56623458862305,36.56623458862305,0.0
query_shock,hop_2,27,405,36.1961669921875,36.96809387207031,36.963077545166016,-0.00501561164855957,37.07436752319336,37.07436752319336,0.0
query_shock,hop_2,28,420,36.65702438354492,37.3399772644043,37.3349723815918,-0.005006392952054739,37.60805892944336,37.60805892944336,0.0
query_shock,hop_2,29,435,36.841854095458984,37.71590805053711,37.71097946166992,-0.0049320063553750515,38.01508712768555,38.01508712768555,0.0
query_shock,hop_2,30,450,37.311561584472656,38.089969635009766,38.08516311645508,-0.004810015205293894,38.42420959472656,38.42420959472656,0.0
query_shock,hop_2,31,465,37.65568923950195,38.52192687988281,38.5172004699707,-0.004721879959106445,38.76579284667969,38.76579284667969,0.0
query_shock,hop_2,32,480,37.128292083740234,38.91703796386719,38.91245651245117,-0.004578272346407175,39.02849197387695,39.02849197387695,0.0
query_shock,hop_2,33,495,37.6403694152832,39.14033126831055,39.1359748840332,-0.00435638427734375,39.22622299194336,39.22622299194336,0.0
query_shock,hop_2,34,510,38.48332977294922,39.315975189208984,39.311832427978516,-0.00414276123046875,39.40067672729492,39.40067672729492,0.0
query_shock,hop_2,35,525,38.868465423583984,39.470645904541016,39.46671676635742,-0.0039316811598837376,39.49287414550781,39.49287414550781,0.0
query_shock,hop_2,36,540,39.12349319458008,39.639827728271484,39.63607406616211,-0.0037513573188334703,39.61833572387695,39.61833572387695,0.0
query_shock,hop_3plus,1,15,28.09309959411621,27.818132400512695,27.818132400512695,0.0,27.870622634887695,27.870622634887695,0.0
query_shock,hop_3plus,2,30,28.216711044311523,27.684349060058594,27.684349060058594,0.0,27.78022003173828,27.78022003173828,0.0
query_shock,hop_3plus,3,45,28.446395874023438,27.558446884155273,27.558446884155273,0.0,27.64481544494629,27.64481544494629,0.0
query_shock,hop_3plus,4,60,28.02291488647461,27.423006057739258,27.423006057739258,0.0,27.565608978271484,27.565608978271484,0.0
query_shock,hop_3plus,5,75,27.510469436645508,27.322229385375977,27.322229385375977,0.0,27.528804779052734,27.528804779052734,0.0
query_shock,hop_3plus,6,90,27.662107467651367,27.20050048828125,27.20050048828125,0.0,27.430261611938477,27.430261611938477,0.0
query_shock,hop_3plus,7,105,27.628170013427734,27.043262481689453,27.043262481689453,0.0,27.331928253173828,27.331928253173828,0.0
query_shock,hop_3plus,8,120,27.140331268310547,27.02476692199707,27.02476692199707,0.0,27.381376266479492,27.381376266479492,0.0
query_shock,hop_3plus,9,135,26.792707443237305,27.0679931640625,27.0679931640625,0.0,27.34047508239746,27.34047508239746,0.0
query_shock,hop_3plus,10,150,27.09122085571289,27.13064193725586,27.13064193725586,0.0,27.348051071166992,27.348051071166992,0.0
query_shock,hop_3plus,11,165,28.333040237426758,27.201086044311523,27.201086044311523,0.0,27.492290496826172,27.492290496826172,0.0
query_shock,hop_3plus,12,180,29.571352005004883,27.35065460205078,27.35065460205078,0.0,27.598072052001953,27.598072052001953,0.0
query_shock,hop_3plus,13,195,29.662443161010742,27.601327896118164,27.601327896118164,0.0,27.794157028198242,27.794157028198242,0.0
query_shock,hop_3plus,14,210,29.58125114440918,27.86655616760254,27.86655616760254,0.0,27.987911224365234,27.987911224365234,0.0
query_shock,hop_3plus,15,225,29.73062515258789,28.09065818786621,28.09065818786621,0.0,28.178544998168945,28.178544998168945,0.0
query_shock,hop_3plus,16,240,29.862586975097656,28.317424774169922,28.317424774169922,0.0,28.38799285888672,28.38799285888672,0.0
query_shock,hop_3plus,17,255,30.142786026000977,28.64552879333496,28.64552879333496,0.0,28.587074279785156,28.587074279785156,0.0
query_shock,hop_3plus,18,270,29.689104080200195,29.000749588012695,29.000749588012695,0.0,28.823631286621094,28.823631286621094,0.0
query_shock,hop_3plus,19,285,28.842817306518555,29.373414993286133,29.373414993286133,0.0,29.12965202331543,29.12965202331543,0.0
query_shock,hop_3plus,20,300,28.795839309692383,29.690536499023438,29.690536499023438,0.0,29.41879653930664,29.41879653930664,0.0
query_shock,hop_3plus,21,315,29.149639129638672,30.044958114624023,30.044958114624023,0.0,29.720306396484375,29.720306396484375,0.0
query_shock,hop_3plus,22,330,29.537578582763672,30.444425582885742,30.444425582885742,0.0,30.056180953979492,30.056180953979492,0.0
query_shock,hop_3plus,23,345,29.857402801513672,30.848979949951172,30.848979949951172,0.0,30.41280174255371,30.41280174255371,0.0
query_shock,hop_3plus,24,360,30.375925064086914,31.24979591369629,31.24979591369629,0.0,30.76820182800293,30.76820182800293,0.0
query_shock,hop_3plus,25,375,31.566455841064453,31.62445831298828,31.62445831298828,0.0,31.196212768554688,31.196212768554688,0.0
query_shock,hop_3plus,26,390,32.695308685302734,32.14391326904297,32.14391326904297,0.0,31.66593360900879,31.66593360900879,0.0
query_shock,hop_3plus,27,405,33.374027252197266,32.567787170410156,32.567787170410156,0.0,32.12106704711914,32.12106704711914,0.0
query_shock,hop_3plus,28,420,33.90315628051758,32.88848114013672,32.88848114013672,0.0,32.6054573059082,32.6054573059082,0.0
query_shock,hop_3plus,29,435,34.56015396118164,33.23777770996094,33.23777770996094,0.0,32.98286819458008,32.98286819458008,0.0
query_shock,hop_3plus,30,450,35.17537307739258,33.59260559082031,33.59260559082031,0.0,33.39186096191406,33.39186096191406,0.0
query_shock,hop_3plus,31,465,35.61429214477539,33.988773345947266,33.988773345947266,0.0,33.7097282409668,33.7097282409668,0.0
query_shock,hop_3plus,32,480,35.592552185058594,34.366294860839844,34.366294860839844,0.0,33.95838928222656,33.95838928222656,0.0
query_shock,hop_3plus,33,495,35.458099365234375,34.618446350097656,34.618446350097656,0.0,34.16606140136719,34.16606140136719,0.0
query_shock,hop_3plus,34,510,35.345916748046875,34.81278610229492,34.81278610229492,0.0,34.3671989440918,34.3671989440918,0.0
query_shock,hop_3plus,35,525,35.315162658691406,34.97819900512695,34.97819900512695,0.0,34.510704040527344,34.510704040527344,0.0
query_shock,hop_3plus,36,540,35.14809036254883,35.1539192199707,35.1539192199707,0.0,34.68505859375,34.68505859375,0.0
